Name,AXA Category,Organiser,Length (Hours),Avg. User Rating,Total Enrollments,Total Ratings,Difficulty,Public URL,AXA URL
Security and Privacy for Big Data - Part 1,"New Courses, Data Engineering And Cloud",EIT Digital ,3,4.68,1190,25,Beginner,https://www.coursera.org/learn/security-privacy-big-data,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=ErovshnZEemcTxJcM_MHdg&productType=course&showMiniModal=true
Security and Privacy for Big Data - Part 2,"New Courses, Data Engineering And Cloud",EIT Digital ,3,4.5,675,18,Beginner,https://www.coursera.org/learn/security-privacy-big-data-protection,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=9QkSLTXREemXORL4USiTDg&productType=course&showMiniModal=true
Site Reliability Engineering: Measuring and Managing Reliability,"New Courses, Data Engineering And Cloud",Google Cloud,23,4.464684014869888,10914,269,Advanced,https://www.coursera.org/learn/site-reliability-engineering-slos,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=zMg9YpBtEeiWbhI9enrBdA&productType=course&showMiniModal=true
Basic Data Processing and Visualization,"New Courses, Data Science",University of California San Diego,14,4.338461538461538,4418,65,Intermediate,https://www.coursera.org/learn/basic-data-processing-visualization-python,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=Clt2FokTEeiYQAqwENY34g&productType=course&showMiniModal=true
Clinical Data Models and Data Quality Assessments,"New Courses, Data Science",University of Colorado System,20,4.309523809523809,1646,42,Intermediate,https://www.coursera.org/learn/clinical-data-models-and-data-quality-assessments,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=Is-lr2N_Eei_Tw6L_IWP-g&productType=course&showMiniModal=true
Convolutional Neural Networks in TensorFlow,"New Courses, Data Science",deeplearning.ai,8,4.710606721955478,31490,2291,Intermediate,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=5mAuak8zEemKoQ4qeYq26g&productType=course&showMiniModal=true
Design Thinking and Predictive Analytics for Data Products,"New Courses, Data Science",University of California San Diego,10,4.333333333333333,2050,27,Intermediate,https://www.coursera.org/learn/design-thinking-predictive-analytics-data-products,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=l4DXG4kSEeilVg59zCpqsg&productType=course&showMiniModal=true
Doing More with SAS Programming,"New Courses, Data Science, Finance",SAS,25,4.82532751091703,3539,229,Intermediate,https://www.coursera.org/learn/sas-programming-advanced,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=wR2dUbELEeigbxJYe_5CzA&productType=course&showMiniModal=true
Foundations of Data Science: K-Means Clustering in Python,"New Courses, Data Science","Goldsmiths, University of London, University of London",30,4.674418604651163,3095,43,Beginner,https://www.coursera.org/learn/data-science-k-means-clustering-python,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=ZIbi3keZEeiXKw7ezJHsxg&productType=course&showMiniModal=true
Identifying Patient Populations,"New Courses, Data Science",University of Colorado System,20,4.52,909,25,Intermediate,https://www.coursera.org/learn/computational-phenotyping,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=X-GlemN_Eei_Tw6L_IWP-g&productType=course&showMiniModal=true
Introduction to Clinical Data Science,"New Courses, Data Science",University of Colorado System,11,4.627450980392157,3824,153,Intermediate,https://www.coursera.org/learn/introduction-clinical-data-science,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=isEnBWBZEei8GhK6J8TCMg&productType=course&showMiniModal=true
Machine Learning for Business Professionals,"New Courses, Data Science",Google Cloud,17,4.559241706161138,9580,211,Intermediate,https://www.coursera.org/learn/machine-learning-business-professionals,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=oevpufy2Eeio4BIihiZW_g&productType=course&showMiniModal=true
Machine Learning Using SAS Viya,"New Courses, Data Science",SAS,27,4.705882352941177,2601,34,Intermediate,https://www.coursera.org/learn/machine-learning-sas,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=QQWDNDR8EemuNhJSdKP02A&productType=course&showMiniModal=true
Meaningful Predictive Modeling,"New Courses, Data Science",University of California San Diego,10,4.238095238095238,1351,21,Intermediate,https://www.coursera.org/learn/meaningful-predictive-modeling,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=3VZYG4kSEeiCEBJK_HZFrg&productType=course&showMiniModal=true
Practical SAS Programming and Certification Review,"New Courses, Data Science, Finance",SAS,27,4.8125,2498,112,Intermediate,https://www.coursera.org/learn/sas-programming-certification-review,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=FEfS7bzUEeiHWw5HHNMWFg&productType=course&showMiniModal=true
Statistics with SAS,"New Courses, Data Science",SAS,24,4.891891891891892,4030,37,Intermediate,https://www.coursera.org/learn/sas-statistics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=_9RQIP1dEeivKQ5QhuTomA&productType=course&showMiniModal=true
The Data Science of Health Informatics,"New Courses, Data Science",Johns Hopkins University,11,4.75,1285,20,Beginner,https://www.coursera.org/learn/the-data-science-of-health-informatics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=VjzKP0Q1EeiJ2RKoe7qovg&productType=course&showMiniModal=true
"Augmented Reality, Virtual Reality, and Mixed Reality: Opportunities and Issues Teach-Out","New Courses, Design Product and Software",University of Michigan,3,4.375,2435,8,Beginner,https://www.coursera.org/learn/augmented-reality-virtual-reality-mixed-reality,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=yKnMgBymEeiXTQ7bWgCdtg&productType=course&showMiniModal=true
Computer Science: Programming with a Purpose,"New Courses, Design Product and Software",Princeton University,41,4.84070796460177,9988,113,Beginner,https://www.coursera.org/learn/cs-programming-java,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=r34F4xWsEei8pwq2_i5x8A&productType=course&showMiniModal=true
Creating Cutscenes in Unity,"New Courses, Design Product and Software",Unity,18,4.846153846153846,783,13,Intermediate,https://www.coursera.org/learn/creating-cutscenes-unity,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=rq8afsy4Eei_yhJb4Jwwlg&productType=course&showMiniModal=true
Introduction to numerical analysis,"New Courses, Design Product and Software",National Research University Higher School of Economics,23,4.666666666666667,5225,12,Intermediate,https://www.coursera.org/learn/intro-to-numerical-analysis,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=sZ-yG-mDEee1pg7iGbQOEg&productType=course&showMiniModal=true
Introduction to Self-Driving Cars,"New Courses, Design Product and Software",University of Toronto,26,4.772495755517827,20345,589,Advanced,https://www.coursera.org/learn/intro-self-driving-cars,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=p2jYHVPxEein9xItvIlMSA&productType=course&showMiniModal=true
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning","New Courses, Design Product and Software",deeplearning.ai,9,4.699770378874857,108616,5226,Intermediate,https://www.coursera.org/learn/introduction-tensorflow,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=YpwHVDb5EemE7gr4SGSAsA&productType=course&showMiniModal=true
Motion Planning for Self-Driving Cars,"New Courses, Design Product and Software",University of Toronto,18,4.78125,4317,96,Advanced,https://www.coursera.org/learn/motion-planning-self-driving-cars,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=sx-y31PyEeiuag4cjofrng&productType=course&showMiniModal=true
Python Classes and Inheritance,"New Courses, Design Product and Software",University of Michigan,14,4.691489361702128,11243,752,Intermediate,https://www.coursera.org/learn/python-classes-inheritance,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=s05KVehFEeim4xJbB8s1Fg&productType=course&showMiniModal=true
"Python Project: pillow, tesseract, and opencv","New Courses, Design Product and Software",University of Michigan,13,4.157434402332362,7967,343,Intermediate,https://www.coursera.org/learn/python-project,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=DA7HbuhGEeiv5BJPS6WWOA&productType=course&showMiniModal=true
State Estimation and Localization for Self-Driving Cars,"New Courses, Design Product and Software",University of Toronto,24,4.65296803652968,7051,219,Advanced,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=Hb0M4lPyEeiNrg7HoBf7gA&productType=course&showMiniModal=true
UX Design: From Concept to Prototype,"New Courses, Design Product and Software",University of Michigan,19,4.732394366197183,3295,71,Beginner,https://www.coursera.org/learn/ux-design-concept-wireframe,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=d6uhqNCoEeigTQ74_Wg0eg&productType=course&showMiniModal=true
Visual Perception for Self-Driving Cars,"New Courses, Design Product and Software",University of Toronto,20,4.60431654676259,5689,139,Advanced,https://www.coursera.org/learn/visual-perception-self-driving-cars,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=Pr5NLlPyEei-RQ6pitSIHg&productType=course&showMiniModal=true
Conversational English Skills,"New Courses, English Proficiency",Tsinghua University,28,4.476923076923077,7053,65,Beginner,https://www.coursera.org/learn/conversational-english-skills,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=55597PK7EeinOArCJTdfMg&productType=course&showMiniModal=true
General Academic English,"New Courses, English Proficiency",Tsinghua University,21,5.0,1436,3,Advanced,https://www.coursera.org/learn/general-academic-english,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=4a0Cj_K-EeiLSg5ne7arXg&productType=course&showMiniModal=true
Just Reading and Writing English 2,"New Courses, English Proficiency",Tsinghua University,22,,757,0,Intermediate,https://www.coursera.org/learn/just-reading-and-writing-english-2,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=tTJxqvK-EeiFog5XaUmYvg&productType=course&showMiniModal=true
Teach English Now! Teaching Language Online,"New Courses, English Proficiency",Arizona State University,16,4.55,2605,20,Intermediate,https://www.coursera.org/learn/teachlanguageonline,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=lEJhkLrCEeiBDxIhuJBKEA&productType=course&showMiniModal=true
Future Development in Supply Chain Finance and Blockchain Technology,"New Courses, Finance",New York Institute of Finance,5,4.425,859,40,Intermediate,https://www.coursera.org/learn/future-developments-supply-chain-finance-blockchain-technology,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=p7Ql1go7EemaoQ6n9kv2xA&productType=course&showMiniModal=true
Infonomics I: Business Information Economics and Data Monetization,"New Courses, Finance",University of Illinois at Urbana-Champaign,21,4.615384615384615,807,13,Beginner,https://www.coursera.org/learn/infonomics-1,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=mJIMP8vZEeim8hILyXxXkg&productType=course&showMiniModal=true
Introduction to Supply Chain Finance & Blockchain Technology,"New Courses, Finance",New York Institute of Finance,9,4.626168224299065,2676,107,Intermediate,https://www.coursera.org/learn/introduction-supply-chain-finance-blockchain-technology,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=VcYd4wkzEemWlgor9WERxA&productType=course&showMiniModal=true
Key Success Factors in Supply Chain Finance,"New Courses, Finance",New York Institute of Finance,15,4.628571428571429,860,35,Intermediate,https://www.coursera.org/learn/key-success-factors-supply-chain-finance,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=ZGLe-go7EemaoQ6n9kv2xA&productType=course&showMiniModal=true
Python and Statistics for Financial Analysis,"New Courses, Finance",The Hong Kong University of Science and Technology,11,4.465890183028286,18943,601,Beginner,https://www.coursera.org/learn/python-statistics-financial-analysis,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=ockwjyGkEeiAdw4vw_tgPg&productType=course&showMiniModal=true
Supply Chain Finance Market and Fintech Ecosystem,"New Courses, Finance",New York Institute of Finance,6,4.5,862,32,Intermediate,https://www.coursera.org/learn/supply-chain-finance-market-fintech-ecosystem,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=ezldv&currentTab=CATALOG&productId=gxAcAAo7Eemr6Q4Noor3UA&productType=course&showMiniModal=true
